666;Lazer;22/02/2024
157;Educação;22/02/2024
327;Outros;22/02/2024
199;Alimentação;23/02/2024
217;Transporte;23/02/2024
217;Saúde;23/02/2024
313;Lazer;23/02/2024
277;Educação;23/02/2024
349;Outros;23/02/2024
399;Alimentação;24/02/2024
100;Transporte;24/02/2024
271;Saúde;24/02/2024
361;Lazer;24/02/2024
157;Educação;24/02/2024
424;Outros;24/02/2024
396;Alimentação;25/02/2024
217;Transporte;25/02/2024
574;Saúde;25/02/2024
480;Lazer;25/02/2024
244;Educação;25/02/2024
176;Outros;25/02/2024
173;Alimentação;26/02/2024
184;Transporte;26/02/2024
572;Saúde;26/02/2024
534;Lazer;26/02/2024
224;Educação;26/02/2024
208;Outros;26/02/2024
208;Alimentação;27/02/2024
123;Transporte;27/02/2024
485;Saúde;27/02/2024
692;Lazer;27/02/2024
144;Educação;27/02/2024
477;Outros;27/02/2024
353;Alimentação;28/02/2024
246;Transporte;28/02/2024
243;Saúde;28/02/2024
521;Lazer;28/02/2024
120;Educação;28/02/2024
393;Outros;28/02/2024
253;Alimentação;29/02/2024
160;Transporte;29/02/2024
249;Saúde;29/02/2024
669;Lazer;29/02/2024
10;Alimentação;27/01/2025
